,article_id,encode_article_id
168,188183018,168
169,188183020,169
170,188183021,170
171,188183022,171
172,188183023,172
173,189383001,173
174,189383014,174
175,189616001,175
176,189616006,176
177,189616007,177
178,189616008,178
179,189616009,179
180,189616014,180
181,189616015,181
182,189616016,182
183,189616028,183
184,189616032,184
185,189616038,185
186,189626001,186
187,189634001,187
188,189634031,188
189,189654001,189
190,189654045,190
191,189654046,191
192,189654047,192
193,189691033,193
194,189691044,194
195,189691051,195
196,189691063,196
197,189691067,197
198,189691075,198
199,189955076,199
200,190021001,200
201,190021003,201
202,190021021,202
203,190252020,203
204,192460006,204
205,192960023,205
206,194037001,206
207,194037002,207
208,194242047,208
209,194242048,209
210,194242049,210
211,194242050,211
212,194270002,212
213,194270044,213
214,194270045,214
215,194270046,215
216,194902033,216
217,198518010,217
218,198518017,218
219,198518020,219
220,198518023,220
221,198518031,221
222,198714001,222
223,198714006,223
224,199119038,224
225,200182001,225
226,200182002,226
227,200761022,227
228,200761028,228
229,200761029,229
230,201219001,230
231,201219003,231
232,201219011,232
233,201219012,233
234,201219013,234
235,201219014,235
236,201219016,236
237,201219017,237
238,202017055,238
239,203027045,239
240,203027047,240
241,203027048,241
242,203595034,242
243,203595036,243
244,203595040,244
245,203595048,245
246,203595058,246
247,204892024,247
248,204892029,248
249,204892032,249
250,205225001,250
251,211143021,251
252,211143022,252
253,211143023,253
254,211143036,254
255,211143037,255
256,211143040,256
257,212042036,257
258,212042043,258
259,212042066,259
260,212042070,260
261,212629004,261
262,212629031,262
263,212629032,263
264,212629033,264
265,212629035,265
266,212629036,266
267,212629040,267
268,212629043,268
269,212629047,269
270,212629048,270
271,212629049,271
272,212629050,272
273,212629051,273
274,212766041,274
275,212766042,275
276,212766043,276
277,212766045,277
278,212766046,278
279,213690001,279
280,213691001,280
281,213691073,281
282,213691075,282
283,213691080,283
284,213691083,284
285,214844001,285
286,214844002,286
287,214844003,287
288,214844004,288
289,214844008,289
290,215248002,290
291,215303001,291
292,215303002,292
293,215303005,293
294,215324023,294
295,215337001,295
296,215337003,296
297,215337038,297
298,215337039,298
299,215337059,299
300,215337066,300
301,215337067,301
302,215589001,302
303,215589002,303
304,216081011,304
305,216961011,305
306,217207045,306
307,217207046,307
308,217207047,308
309,217207048,309
310,217207055,310
311,217727002,311
312,217727003,312
313,217727018,313
314,218354001,314
315,218354020,315
316,218354021,316
317,218354045,317
318,218354047,318
319,218829002,319
320,218829014,320
321,218829015,321
322,219075014,322
323,219075017,323
324,219075021,324
325,219075023,325
326,219075028,326
327,220094001,327
328,220094010,328
329,220094011,329
330,220094015,330
331,220094016,331
332,220094018,332
333,220094019,333
334,220094020,334
335,220094021,335
336,220365001,336
337,220365002,337
338,220365004,338
339,220365007,339
340,224314007,340
341,224314011,341
342,224314013,342
343,224314016,343
344,224314017,344
345,224314018,345
346,224337001,346
347,224337008,347
348,224521001,348
349,224521007,349
350,224606019,350
351,224606022,351
352,224606025,352
353,224606031,353
354,225286014,354
355,225784001,355
356,225784023,356
357,225784037,357
358,225784039,358
359,225784040,359
360,225784043,360
361,225784044,361
362,225784045,362
363,226011008,363
364,226959007,364
365,226959008,365
366,226959009,366
367,228257001,367
368,228257002,368
369,228257003,369
370,228257004,370
371,228257005,371
372,228257008,372
373,233091003,373
374,233091015,374
375,233091016,375
376,233091019,376
377,233091020,377
378,233091021,378
379,233091022,379
380,233672016,380
381,234187001,381
382,234187030,382
383,234421001,383
384,234421002,384
385,234421004,385
386,234432001,386
387,234432002,387
388,234622003,388
389,234622004,389
390,234622007,390
391,235596002,391
392,235732024,392
393,235732026,393
394,235732029,394
395,237032003,395
396,237222001,396
397,237222012,397
398,237222016,398
399,237347004,399
400,237347011,400
401,237347017,401
402,237347022,402
403,237347024,403
404,237347025,404
405,237347027,405
406,237347028,406
407,237347031,407
408,237347035,408
409,237347036,409
410,237347037,410
411,237347039,411
412,237347040,412
413,237347043,413
414,237347044,414
415,237347045,415
416,237347052,416
417,237347053,417
418,237347055,418
419,237347059,419
420,237347060,420
421,237347063,421
422,237347069,422
423,238197014,423
424,238197030,424
425,238197034,425
426,240561001,426
427,240670058,427
428,240670060,428
429,240840032,429
430,241412034,430
431,241412037,431
432,241412038,432
433,241412043,433
434,241412044,434
435,241412045,435
436,241412046,436
437,241412052,437
438,241436001,438
439,241436006,439
440,241486015,440
441,241486016,441
442,241590001,442
443,241602003,443
444,241602018,444
445,241602023,445
446,241602024,446
447,241602027,447
448,241602028,448
449,242354009,449
450,243613004,450
451,243937001,451
452,243937018,452
453,243937023,453
454,243937024,454
455,243937025,455
456,243937028,456
457,244267001,457
458,244267004,458
459,244267017,459
460,244267021,460
461,244267027,461
462,244267028,462
463,244267029,463
464,244267032,464
465,244269018,465
466,244269019,466
467,244269020,467
468,244853002,468
469,244853030,469
470,244853032,470
471,244853036,471
472,245348002,472
473,247072018,473
474,247072020,474
475,247072022,475
476,247072023,476
477,247072025,477
478,247072026,478
479,247072031,479
480,247072032,480
481,249136006,481
482,249136011,482
483,249136015,483
484,249136019,484
485,249136020,485
486,249136022,486
487,249136023,487
488,249136025,488
489,249136028,489
490,249136034,490
491,250099001,491
492,250099002,492
493,250457010,493
494,251510001,494
495,252229001,495
496,252298002,496
497,252298005,497
498,252298006,498
499,252298013,499
500,252298014,500
501,252298015,501
502,252298016,502
503,253176016,503
504,253448001,504
505,253448002,505
506,253448003,506
507,253448056,507
508,253448059,508
509,253448062,509
510,254303049,510
511,254303050,511
512,254303051,512
513,254303054,513
514,254303055,514
515,254303056,515
516,254303057,516
517,254303058,517
518,254303059,518
519,254457030,519
520,254457031,520
521,254457033,521
522,254457034,522
523,254457037,523
524,254457038,524
525,254457039,525
526,254940026,526
527,255396006,527
528,255396007,528
529,255396010,529
530,255396018,530
531,255396023,531
532,255396024,532
533,255396025,533
534,255396033,534
535,255396042,535
536,256096022,536
537,256096023,537
538,256151014,538
539,256151015,539
540,256511038,540
541,256511039,541
542,256513038,542
543,257430026,543
544,257430027,544
545,257430029,545
546,257430030,546
547,257430032,547
548,257430035,548
549,257430036,549
550,257667055,550
551,257667061,551
552,258650001,552
553,260736025,553
554,260736026,554
555,260736028,555
556,260736029,556
557,260736030,557
558,260736032,558
559,260736033,559
560,261526007,560
561,261526010,561
562,261606001,562
563,261606016,563
564,261606022,564
565,261840008,565
566,261840009,566
567,262277009,567
568,262277011,568
569,262277026,569
570,262277029,570
571,264713001,571
572,264713028,572
573,264984001,573
574,265069012,574
575,265069014,575
576,265069020,576
577,265069021,577
578,265069024,578
579,265069025,579
580,265069026,580
581,265071012,581
582,265071013,582
583,265071020,583
584,265071021,584
585,265071022,585
586,265071025,586
587,265071027,587
588,265071028,588
589,265071030,589
590,265071034,590
591,265630004,591
592,265630006,592
593,266168001,593
594,266168003,594
595,266873001,595
596,266873006,596
597,266873009,597
598,266875001,598
599,266875006,599
600,266875012,600
601,266875014,601
602,266875015,602
603,266875019,603
604,266875022,604
605,266875024,605
606,268305001,606
607,268305006,607
608,268305007,608
609,268305008,609
610,268450034,610
611,268450035,611
612,268450036,612
613,269342021,613
614,269342023,614
615,269342025,615
616,269342026,616
617,269342027,617
618,270375001,618
619,270375004,619
620,270375005,620
621,270375006,621
622,270381001,622
623,270381003,623
624,270381004,624
625,270381007,625
626,270381011,626
627,270381013,627
628,270382001,628
629,270382004,629
630,272591001,630
631,272591016,631
632,272591023,632
633,272591026,633
634,272591028,634
635,272591029,635
636,275362021,636
637,275362022,637
638,276242019,638
639,276242021,639
640,276242022,640
641,276242023,641
642,276242024,642
643,276242025,643
644,276242026,644
645,276540021,645
646,277738002,646
647,277738011,647
648,277738012,648
649,278038005,649
650,278038027,650
651,278038028,651
652,278038029,652
653,278038031,653
654,278038035,654
655,278038036,655
656,278563001,656
657,278811002,657
658,278811006,658
659,278811007,659
660,278811009,660
661,278811010,661
662,278811011,662
663,280256001,663
664,280256006,664
665,282832001,665
666,282832012,666
667,282832014,667
668,282832015,668
669,282832017,669
670,282832018,670
671,282832019,671
672,282832021,672
673,282832022,673
674,283236014,674
675,283236018,675
676,283236020,676
677,283236022,677
678,283236023,678
679,283236026,679
680,283236027,680
681,283236028,681
682,283236029,682
683,283236034,683
684,283532005,684
685,283937018,685
686,283937019,686
687,283937023,687
688,284985037,688
689,284985039,689
690,284985044,690
691,284985045,691
692,285143024,692
693,285602012,693
694,286536007,694
695,287645002,695
696,287645003,696
697,287645013,697
698,287645022,698
699,287645023,699
700,287645027,700
701,287645029,701
702,287645031,702
703,288575010,703
704,288575011,704
705,288825012,705
706,288825017,706
707,288825018,707
708,288825019,708
709,288825021,709
710,288825022,710
711,288825024,711
712,288825029,712
713,288859004,713
714,288859009,714
715,288859013,715
716,288859017,716
717,288859018,717
718,288859020,718
719,289597012,719
720,289597015,720
721,289597016,721
722,289597022,722
723,289834016,723
724,290022001,724
725,290519008,725
726,290519011,726
727,290519014,727
728,290519017,728
729,290519019,729
730,290519024,730
731,290675006,731
732,291333007,732
733,291333012,733
734,291333013,734
735,291333014,735
736,291333015,736
737,291333016,737
738,291333018,738
739,291333019,739
740,291333021,740
741,291333023,741
742,291338004,742
743,291338005,743
744,291338011,744
745,291338012,745
746,291338014,746
747,291338017,747
748,291338018,748
749,291338020,749
750,291338022,750
751,291338023,751
752,291338024,752
753,291338025,753
754,291338026,754
755,291338031,755
756,291338032,756
757,291338033,757
758,291338034,758
759,291338035,759
760,291957007,760
761,291957009,761
762,292453003,762
763,292453009,763
764,292453011,764
765,292453013,765
766,292453014,766
767,292453015,767
768,292453025,768
769,292453028,769
770,292453031,770
771,292453034,771
772,292551001,772
773,292551012,773
774,292551014,774
775,293244001,775
776,293244002,776
777,293244003,777
778,293244008,778
779,293244010,779
780,293433001,780
781,293433002,781
782,293433009,782
783,293433012,783
784,293433018,784
785,293433021,785
786,293433022,786
787,293433024,787
788,293433026,788
789,293433027,789
790,293433029,790
791,293433042,791
792,293433043,792
793,293433044,793
794,293433045,794
795,293433046,795
796,293433047,796
797,293433048,797
798,293433049,798
799,293433050,799
800,293433054,800
801,293433055,801
802,293433057,802
803,293433061,803
804,293510001,804
805,293510002,805
806,293510004,806
807,293510007,807
808,293510008,808
809,293510009,809
810,293510013,810
811,293510015,811
812,293510016,812
813,293510018,813
814,294008002,814
815,294008005,815
816,294008009,816
817,294008036,817
818,294008040,818
819,294008042,819
820,294008044,820
821,294008047,821
822,294008050,822
823,294008056,823
824,294076007,824
825,294076018,825
826,294237001,826
827,294895011,827
828,294895015,828
829,295873003,829
830,295873004,830
831,296366006,831
832,296366013,832
833,296366024,833
834,296366031,834
835,296366032,835
836,296366034,836
837,296375018,837
838,296471021,838
839,296471024,839
840,296471025,840
841,296476008,841
842,296476009,842
843,296476012,843
844,296476013,844
845,296476014,845
846,296476015,846
847,296476017,847
848,296476018,848
849,296476019,849
850,296476022,850
851,297067002,851
852,297067003,852
853,297078001,853
854,297078002,854
855,297078005,855
856,297078008,856
857,297791001,857
858,297791002,858
859,297796002,859
860,297898002,860
861,299668015,861
862,299668017,862
863,299668018,863
864,299733001,864
865,299733007,865
866,299733008,866
867,299768001,867
868,299768002,868
869,299841003,869
870,299841004,870
871,300024006,871
872,300024009,872
873,300024013,873
874,300024016,874
875,300024017,875
876,300024037,876
877,300024042,877
878,300024045,878
879,300024047,879
880,300024048,880
881,300024056,881
882,300024058,882
883,300024063,883
884,300024064,884
885,300637004,885
886,300696001,886
887,300907006,887
888,300908002,888
889,300908003,889
890,300908004,890
891,300908009,891
892,300908010,892
893,301213001,893
894,301213007,894
895,301213011,895
896,301213013,896
897,301213014,897
898,301227002,898
899,301227017,899
900,301227019,900
901,301227023,901
902,301364029,902
903,301517004,903
904,301517018,904
905,301517036,905
906,301656013,906
907,301656017,907
908,301656018,908
909,301656026,909
910,301656028,910
911,301656029,911
912,301668004,912
913,301668005,913
914,301687001,914
915,301687009,915
916,301687012,916
917,301687013,917
918,301687016,918
919,301687018,919
920,301901001,920
921,302311022,921
922,302311024,922
923,302311026,923
924,302334001,924
925,302334003,925
926,302334005,926
927,304576027,927
928,304692003,928
929,304766005,929
930,304766007,930
931,304766008,931
932,304766009,932
933,304778007,933
934,304778008,934
935,304778009,935
936,304778010,936
937,304778011,937
938,304786005,938
939,304786006,939
940,304786007,940
941,304786008,941
942,304946034,942
943,305304008,943
944,305304010,944
945,305304019,945
946,305304020,946
947,305305010,947
948,305584002,948
949,305775003,949
950,305775005,950
951,305775022,951
952,305775023,952
953,305775024,953
954,305775025,954
955,305775031,955
956,305775032,956
957,305775041,957
958,305931001,958
959,306307002,959
960,306307005,960
961,306307019,961
962,306307020,962
963,306307043,963
964,306307076,964
965,306847002,965
966,306847007,966
967,306847008,967
968,306847009,968
969,306847010,969
970,306847011,970
971,306847013,971
972,307239001,972
973,307239004,973
974,307239005,974
975,307239010,975
976,307656008,976
977,307656018,977
978,307656020,978
979,307656023,979
980,307656027,980
981,307656029,981
982,307847009,982
983,307952006,983
984,308154005,984
985,308154007,985
986,308154008,986
987,308158008,987
988,308158009,988
989,308158014,989
990,308158016,990
991,309434006,991
992,309434007,992
993,309434009,993
994,309434010,994
995,309434011,995
996,309434013,996
997,309434014,997
998,309434015,998
999,309509009,999
1000,309864002,1000
1001,309864010,1001
1002,309864011,1002
1003,309864012,1003
1004,309864013,1004
1005,309864014,1005
1006,309864016,1006
1007,310091014,1007
1008,310091017,1008
1009,310091018,1009
1010,310091019,1010
1011,310091020,1011
1012,310091024,1012
1013,310091025,1013
1014,310091032,1014
1015,310091033,1015
1016,310091034,1016
1017,310091035,1017
1018,310091036,1018
1019,310091038,1019
1020,310091039,1020
1021,310091040,1021
1022,310091041,1022
1023,310091042,1023
1024,310091043,1024
1025,310365019,1025
1026,311059018,1026
1027,311059024,1027
1028,311059025,1028
1029,311059026,1029
1030,311059028,1030
1031,311059029,1031
1032,311059031,1032
1033,311059032,1033
1034,312058003,1034
1035,312543001,1035
1036,312543004,1036
1037,312543005,1037
1038,312829006,1038
1039,312829007,1039
1040,312829010,1040
1041,312829011,1041
1042,312878001,1042
1043,312878005,1043
1044,312878010,1044
1045,315352006,1045
1046,315352008,1046
1047,315497001,1047
1048,315497012,1048
1049,315497016,1049
1050,315497017,1050
1051,315497018,1051
1052,315509001,1052
1053,315509020,1053
1054,315509024,1054
1055,315509032,1055
1056,315509033,1056
1057,315509036,1057
1058,315795001,1058
1059,315795004,1059
1060,315795005,1060
1061,315987003,1061
1062,315987004,1062
1063,315987005,1063
1064,315987014,1064
1065,315987015,1065
1066,316008005,1066
1067,316085001,1067
1068,316085002,1068
1069,316085013,1069
1070,316242054,1070
1071,316242055,1071
1072,316441001,1072
1073,316441005,1073
1074,316441006,1074
1075,316441008,1075
1076,316441011,1076
1077,316441012,1077
1078,316441015,1078
1079,316441016,1079
1080,316441023,1080
1081,316441024,1081
1082,316441025,1082
1083,316441033,1083
1084,316441034,1084
1085,316441036,1085
1086,316441038,1086
1087,316441039,1087
1088,316471003,1088
1089,316471020,1089
1090,316553025,1090
1091,316553026,1091
1092,316553027,1092
1093,316553030,1093
1094,316657001,1094
1095,316657008,1095
1096,316657010,1096
1097,316657013,1097
1098,316657015,1098
1099,317055012,1099
1100,317348002,1100
1101,317812001,1101
1102,317812011,1102
1103,317812012,1103
1104,318035003,1104
1105,318035009,1105
1106,318035015,1106
1107,318035017,1107
1108,318035018,1108
1109,318035022,1109
1110,318035023,1110
1111,318035025,1111
1112,318035026,1112
1113,318066004,1113
1114,318066006,1114
1115,318066013,1115
1116,318066014,1116
1117,318066016,1117
1118,318238001,1118
1119,318914001,1119
1120,318914007,1120
1121,318914012,1121
1122,318914016,1122
1123,318914017,1123
1124,318914019,1124
1125,318914025,1125
1126,318914026,1126
1127,318914029,1127
1128,318951002,1128
1129,318951018,1129
1130,318951019,1130
1131,318951020,1131
1132,318951021,1132
1133,318951022,1133
1134,318951023,1134
1135,318951024,1135
1136,318951025,1136
1137,318951026,1137
1138,318951032,1138
1139,319811019,1139
1140,319811024,1140
1141,319811026,1141
1142,319811027,1142
1143,319906001,1143
1144,319906002,1144
1145,319906005,1145
1146,319906006,1146
1147,319906007,1147
1148,319906008,1148
1149,319906009,1149
1150,320524003,1150
1151,320880001,1151
1152,321249006,1152
1153,321249007,1153
1154,321249009,1154
1155,321249010,1155
1156,321591012,1156
1157,321591013,1157
1158,322017003,1158
1159,322017015,1159
1160,322017029,1160
1161,322017030,1161
1162,322017038,1162
1163,322017039,1163
1164,322017040,1164
1165,322017043,1165
1166,322322009,1166
1167,322322010,1167
1168,322322012,1168
1169,322322014,1169
1170,322322016,1170
1171,323274002,1171
1172,324375010,1172
1173,324502001,1173
1174,324502003,1174
1175,324502008,1175
1176,324502017,1176
1177,324502018,1177
1178,324502019,1178
1179,324946001,1179
1180,324963007,1180
1181,324963025,1181
1182,324963026,1182
1183,324963028,1183
1184,324963029,1184
1185,324963030,1185
1186,324963035,1186
1187,324963036,1187
1188,324963040,1188
1189,324963051,1189
1190,324963052,1190
1191,324963055,1191
1192,325027011,1192
1193,325027016,1193
1194,325087002,1194
1195,325087018,1195
1196,325087036,1196
1197,325087041,1197
1198,325087043,1198
1199,325087044,1199
1200,325087045,1200
1201,325542015,1201
1202,325542018,1202
1203,325542020,1203
1204,326885002,1204
1205,326885010,1205
1206,326885016,1206
1207,326885022,1207
1208,326885026,1208
1209,326885027,1209
1210,326885030,1210
1211,326885032,1211
1212,326885036,1212
1213,326885037,1213
1214,326885038,1214
1215,326885046,1215
1216,326885049,1216
1217,326885050,1217
1218,326885051,1218
1219,326885053,1219
1220,326885054,1220
1221,327144031,1221
1222,327144032,1222
1223,327144033,1223
1224,327144036,1224
1225,327144038,1225
1226,327144039,1226
1227,327144042,1227
1228,327310001,1228
1229,327310002,1229
1230,327310014,1230
1231,327310015,1231
1232,327310016,1232
1233,327368019,1233
1234,327368026,1234
1235,327821003,1235
1236,327821005,1236
1237,327821020,1237
1238,327821026,1238
1239,327821028,1239
1240,327821029,1240
1241,327821030,1241
1242,327821034,1242
1243,327821035,1243
1244,327821037,1244
1245,327821045,1245
1246,328480021,1246
1247,329052020,1247
1248,331062008,1248
1249,331062009,1249
1250,331072001,1250
1251,331072005,1251
1252,331093001,1252
1253,331093002,1253
1254,331093006,1254
1255,331474015,1255
1256,331474016,1256
1257,331474017,1257
1258,331474020,1258
1259,331474021,1259
1260,331474022,1260
1261,331474024,1261
1262,331474025,1262
1263,331474027,1263
1264,331474029,1264
1265,331474030,1265
1266,331474033,1266
1267,331474035,1267
1268,331474038,1268
1269,331474039,1269
1270,332055004,1270
1271,333159002,1271
1272,333323008,1272
1273,333323015,1273
1274,333323018,1274
1275,333323019,1275
1276,333323020,1276
1277,333323030,1277
1278,333323038,1278
1279,333323040,1279
1280,333323043,1280
1281,333353009,1281
1282,333353010,1282
1283,334077001,1283
1284,335037001,1284
1285,335037004,1285
1286,335037005,1286
1287,335896020,1287
1288,335991001,1288
1289,336125002,1289
1290,336125003,1290
1291,336881001,1291
1292,337777001,1292
1293,337777004,1293
1294,337777006,1294
1295,337777012,1295
1296,337777013,1296
1297,337777014,1297
1298,337777015,1298
1299,337777016,1299
1300,337991001,1300
1301,337991002,1301
1302,337991005,1302
1303,337991006,1303
1304,337991007,1304
1305,337991009,1305
1306,337991010,1306
1307,338016001,1307
1308,338016003,1308
1309,338016009,1309
1310,338016011,1310
1311,338400001,1311
1312,338400003,1312
1313,338400004,1313
1314,338400005,1314
1315,339252001,1315
1316,339252007,1316
1317,339252009,1317
1318,340223001,1318
1319,340546046,1319
1320,341129001,1320
1321,341186001,1321
1322,341242001,1322
1323,341242006,1323
1324,341242007,1324
1325,341242009,1325
1326,341242012,1326
1327,341242013,1327
1328,341242015,1328
1329,341242016,1329
1330,341242019,1330
1331,341242026,1331
1332,341452001,1332
1333,341782018,1333
1334,341782022,1334
1335,341782023,1335
1336,341782032,1336
1337,341782033,1337
1338,341782034,1338
1339,341782043,1339
1340,341782044,1340
1341,341909034,1341
1342,341909036,1342
1343,341909045,1343
1344,341909048,1344
1345,341909049,1345
1346,341909051,1346
1347,341917002,1347
1348,342034003,1348
1349,342034014,1349
1350,342034016,1350
1351,342034017,1351
1352,342034019,1352
1353,342034027,1353
1354,342060001,1354
1355,342345019,1355
1356,342345025,1356
1357,342345026,1357
1358,342434002,1358
1359,342434003,1359
1360,342434007,1360
1361,342840001,1361
1362,342954024,1362
1363,343973008,1363
1364,343973009,1364
1365,343973011,1365
1366,344534010,1366
1367,344625009,1367
1368,344627006,1368
1369,344905001,1369
1370,344956009,1370
1371,344956011,1371
1372,344956021,1372
1373,344956023,1373
1374,344956026,1374
1375,345815002,1375
1376,345830024,1376
1377,345830025,1377
1378,345830027,1378
1379,345830028,1379
1380,345830029,1380
1381,345830031,1381
1382,345830036,1382
1383,345830037,1383
1384,345922004,1384
1385,345922005,1385
1386,345922011,1386
1387,346539014,1387
1388,346539015,1388
1389,346539017,1389
1390,346539021,1390
1391,347182012,1391
1392,347200001,1392
1393,347975001,1393
1394,347983037,1394
1395,347983038,1395
1396,347983039,1396
1397,347983042,1397
1398,347983043,1398
1399,347983047,1399
1400,348168005,1400
1401,348330026,1401
1402,348330027,1402
1403,348330031,1403
1404,348330033,1404
1405,348330037,1405
1406,348330039,1406
1407,348330041,1407
1408,348330042,1408
1409,348330043,1409
1410,348330044,1410
1411,348330045,1411
1412,348330048,1412
1413,348330049,1413
1414,348442015,1414
1415,348657006,1415
1416,348870001,1416
1417,348870006,1417
1418,348870008,1418
1419,348870009,1419
1420,348870011,1420
1421,348995024,1421
1422,348995027,1422
1423,348995028,1423
1424,349080001,1424
1425,349301001,1425
1426,349301010,1426
1427,349301011,1427
1428,349301014,1428
1429,349301016,1429
1430,349301022,1430
1431,349301023,1431
1432,349301024,1432
1433,349301025,1433
1434,349301028,1434
1435,349301029,1435
1436,349301030,1436
1437,349301032,1437
1438,349301040,1438
1439,349301041,1439
1440,349301045,1440
1441,349301046,1441
1442,349301047,1442
1443,349301048,1443
1444,349669005,1444
1445,349669006,1445
1446,349669007,1446
1447,349669008,1447
1448,350082029,1448
1449,350082031,1449
1450,350082034,1450
1451,350135015,1451
1452,350135017,1452
1453,350135018,1453
1454,350911001,1454
1455,350911002,1455
1456,350911004,1456
1457,350911006,1457
1458,350911007,1458
1459,350911008,1459
1460,350911009,1460
1461,350911010,1461
1462,350911012,1462
1463,351098028,1463
1464,351098032,1464
1465,351182003,1465
1466,351182006,1466
1467,351332007,1467
1468,351462009,1468
1469,351484002,1469
1470,351484009,1470
1471,351484012,1471
1472,351484013,1472
1473,351484014,1473
1474,351484026,1474
1475,351484027,1475
1476,351484028,1476
1477,351484033,1477
1478,351484034,1478
1479,351484037,1479
1480,351484039,1480
1481,351484041,1481
1482,351484042,1482
1483,351771044,1483
1484,351771048,1484
1485,351914028,1485
1486,351914044,1486
1487,351933001,1487
1488,351933029,1488
1489,351933038,1489
1490,351933041,1490
1491,351933046,1491
1492,351933051,1492
1493,351933052,1493
1494,352811001,1494
1495,352811025,1495
1496,352811027,1496
1497,352811033,1497
1498,352811039,1498
1499,354041001,1499
1500,354246002,1500
1501,354246011,1501
1502,354246012,1502
1503,354246014,1503
1504,354246017,1504
1505,354246018,1505
1506,354246019,1506
1507,354246021,1507
1508,354307004,1508
1509,354307008,1509
1510,355062002,1510
1511,355062004,1511
1512,355072001,1512
1513,355072002,1513
1514,355072003,1514
1515,355072004,1515
1516,355072009,1516
1517,355072031,1517
1518,355072045,1518
1519,355307042,1519
1520,355307052,1520
1521,355307053,1521
1522,355325001,1522
1523,355325003,1523
1524,355421003,1524
1525,355421004,1525
1526,355569001,1526
1527,355569002,1527
1528,355569004,1528
1529,355569005,1529
1530,355569011,1530
1531,355569043,1531
1532,355569046,1532
1533,356004013,1533
1534,356174004,1534
1535,356289005,1535
1536,356289021,1536
1537,356289059,1537
1538,356289060,1538
1539,356289064,1539
1540,356289065,1540
1541,356289068,1541
1542,356289075,1542
1543,356289076,1543
1544,356289077,1544
1545,356438015,1545
1546,356438016,1546
1547,356438017,1547
1548,356438023,1548
1549,356693020,1549
1550,357130011,1550
1551,357130017,1551
1552,357751001,1552
1553,357751002,1553
1554,357751003,1554
1555,357792003,1555
1556,357792004,1556
1557,357792006,1557
1558,357792007,1558
1559,357792008,1559
1560,357792009,1560
1561,357792011,1561
1562,358254004,1562
1563,358383017,1563
1564,358383021,1564
1565,358483006,1565
1566,358483007,1566
1567,358483009,1567
1568,358483013,1568
1569,358753001,1569
1570,358753005,1570
1571,359043005,1571
1572,359043006,1572
1573,359043007,1573
1574,359043008,1574
1575,359504016,1575
1576,359504019,1576
1577,359804002,1577
1578,359804013,1578
1579,359909001,1579
1580,359909015,1580
1581,359909030,1581
1582,359909035,1582
1583,360295023,1583
1584,360859003,1584
1585,360859004,1585
1586,360859006,1586
1587,360950004,1587
1588,360950007,1588
1589,360950008,1589
1590,360950014,1590
1591,360950016,1591
1592,361401005,1592
1593,361467024,1593
1594,361467033,1594
1595,361467035,1595
1596,361467038,1596
